user,trip,overspeed,accel,decel,stop,start,dist,,,,,,
69qzNO8YjDNIa3vSMYrrPeogc4z1,1600765707964 ,281,10,1,1,1,12304.43,,,,,,
69qzNO8YjDNIa3vSMYrrPeogc4z1,1600768164081 ,913,17,13,2,7,28347.867,,,,,,
69qzNO8YjDNIa3vSMYrrPeogc4z1,1600821486377 ,498,6,10,1,2,12361.418,,,,,,
69qzNO8YjDNIa3vSMYrrPeogc4z1,1600853121764 ,313,10,4,1,3,12306.102,,,,,,
69qzNO8YjDNIa3vSMYrrPeogc4z1,1600907590454 ,485,10,6,0,2,12318.751,,,,,,
69qzNO8YjDNIa3vSMYrrPeogc4z1,1600939599259 ,304,8,1,0,4,12310.274,,,,,,
69qzNO8YjDNIa3vSMYrrPeogc4z1,1600994363788 ,505,9,6,0,7,12660.691,,,,,,
69qzNO8YjDNIa3vSMYrrPeogc4z1,1601027992665 ,190,8,2,1,2,12008.022,,,,,,
69qzNO8YjDNIa3vSMYrrPeogc4z1,1601090616121 ,533,14,9,2,5,29061.217,,,,,,
69qzNO8YjDNIa3vSMYrrPeogc4z1,1601099107358 ,484,19,8,0,7,38515.35,,,,,,
69qzNO8YjDNIa3vSMYrrPeogc4z1,1601252564514 ,337,8,8,0,4,12308.456,,,,,,
69qzNO8YjDNIa3vSMYrrPeogc4z1,1601280503414 ,274,24,15,0,3,20016.41,,,,,,
69qzNO8YjDNIa3vSMYrrPeogc4z1,1601399291279 ,790,42,4,1,23,23331.941,,,,,,
69qzNO8YjDNIa3vSMYrrPeogc4z1,1601484821615 ,35,27,7,0,12,44472.805,,,,,,
69qzNO8YjDNIa3vSMYrrPeogc4z1,1601702314022 ,1117,2,6,1,3,35271.242,,,,,,
69qzNO8YjDNIa3vSMYrrPeogc4z1,1601712098870 ,570,15,9,0,4,57965.766,,,,,,
69qzNO8YjDNIa3vSMYrrPeogc4z1,1601857168699 ,283,13,3,0,2,12291.243,,,,,,
69qzNO8YjDNIa3vSMYrrPeogc4z1,1601944456233 ,292,9,8,1,5,12353.044,,,,,,
69qzNO8YjDNIa3vSMYrrPeogc4z1,1601977080857 ,929,18,4,2,8,16998.21,,,,,,
69qzNO8YjDNIa3vSMYrrPeogc4z1,1602007982858 ,267,8,0,0,6,19572.168,,,,,,
69qzNO8YjDNIa3vSMYrrPeogc4z1,1602030808487 ,73,13,4,1,4,12353.475,,,,,,
6AAADFxNR6MOnak9N06PVpT3hiz2,1597878977148 ,402,12,18,0,5,25453.172,,,,,,
6AAADFxNR6MOnak9N06PVpT3hiz2,1597925179446 ,366,19,2,0,2,23560.7,,,,,,
6AAADFxNR6MOnak9N06PVpT3hiz2,1597966386003 ,255,18,10,2,1,16127.932,,,,,,
6AAADFxNR6MOnak9N06PVpT3hiz2,1597994679153 ,402,11,5,2,1,10167.761,,,,,,
6AAADFxNR6MOnak9N06PVpT3hiz2,1598011425006 ,163,17,6,0,3,23641.477,,,,,,
6AAADFxNR6MOnak9N06PVpT3hiz2,1598179300906 ,262,6,7,2,3,13830.113,,,,,,
6AAADFxNR6MOnak9N06PVpT3hiz2,1598188280145 ,13,9,6,3,3,16710.115,,,,,,
6AAADFxNR6MOnak9N06PVpT3hiz2,1598225320250 ,274,12,9,1,1,16154.443,,,,,,
6AAADFxNR6MOnak9N06PVpT3hiz2,1598268280318 ,217,26,13,1,2,42825.492,,,,,,
6AAADFxNR6MOnak9N06PVpT3hiz2,1598312372204 ,65,18,10,1,0,16170.112,,,,,,
6AAADFxNR6MOnak9N06PVpT3hiz2,1598350712371 ,334,8,3,0,0,14960.57,,,,,,
6AAADFxNR6MOnak9N06PVpT3hiz2,1598353740586 ,181,16,16,3,2,32601.549,,,,,,
6AAADFxNR6MOnak9N06PVpT3hiz2,1598398743880 ,90,20,8,3,2,16122.66,,,,,,
6AAADFxNR6MOnak9N06PVpT3hiz2,1598443447098 ,228,22,11,1,4,21830.867,,,,,,
6AAADFxNR6MOnak9N06PVpT3hiz2,1598484416599 ,212,14,11,1,2,16211.09,,,,,,
6AAADFxNR6MOnak9N06PVpT3hiz2,1598519339803 ,307,13,16,2,8,28989.844,,,,,,
6AAADFxNR6MOnak9N06PVpT3hiz2,1598524904891 ,265,10,4,4,4,15716.924,,,,,,
6AAADFxNR6MOnak9N06PVpT3hiz2,1598546400607 ,253,6,6,0,3,19778.422,,,,,,
6AAADFxNR6MOnak9N06PVpT3hiz2,1598872525837 ,292,10,2,0,0,17765.607,,,,,,
6AAADFxNR6MOnak9N06PVpT3hiz2,1599002643102 ,278,16,15,0,5,18095.01,,,,,,
6AAADFxNR6MOnak9N06PVpT3hiz2,1599037711562 ,321,32,14,4,10,21595.832,,,,,,
6AAADFxNR6MOnak9N06PVpT3hiz2,1599089436337 ,33,18,15,1,5,18079.514,,,,,,
6AAADFxNR6MOnak9N06PVpT3hiz2,1599123803651 ,419,39,16,2,6,24211.107,,,,,,
6AAADFxNR6MOnak9N06PVpT3hiz2,1599175863585 ,449,16,12,4,5,18086.205,,,,,,
6AAADFxNR6MOnak9N06PVpT3hiz2,1599191307157 ,323,49,32,10,6,30894.016,,,,,,
6AAADFxNR6MOnak9N06PVpT3hiz2,1599199047361 ,200,5,5,1,3,28181.93,,,,,,
6AAADFxNR6MOnak9N06PVpT3hiz2,1599209054625 ,268,23,10,2,1,10904.182,,,,,,
6AAADFxNR6MOnak9N06PVpT3hiz2,1599480092530 ,78,11,7,1,1,23435.504,,,,,,
6AAADFxNR6MOnak9N06PVpT3hiz2,1599521545812 ,341,23,11,2,3,17993.906,,,,,,
6AAADFxNR6MOnak9N06PVpT3hiz2,1599556283607 ,445,22,16,1,1,30098.396,,,,,,
6AAADFxNR6MOnak9N06PVpT3hiz2,1599566621489 ,259,12,4,2,3,12946.136,,,,,,
6AAADFxNR6MOnak9N06PVpT3hiz2,1599569914748 ,298,12,7,2,2,37328.37,,,,,,
6AAADFxNR6MOnak9N06PVpT3hiz2,1599608195561 ,350,27,21,4,6,37859.504,,,,,,
6AAADFxNR6MOnak9N06PVpT3hiz2,1599621989358 ,297,19,13,3,2,22288.516,,,,,,
6AAADFxNR6MOnak9N06PVpT3hiz2,1599658811975 ,3,6,0,0,1,17717.957,,,,,,
6AAADFxNR6MOnak9N06PVpT3hiz2,1599694185778 ,369,17,15,1,3,18005.652,,,,,,
6e4YLdYimXQBqKcxIOnsCIHlb5V2,1597875609194 ,319,15,6,1,4,26818.002,,,,,,
6e4YLdYimXQBqKcxIOnsCIHlb5V2,1597919360606 ,246,22,10,1,4,25495.4,,,,,,
6e4YLdYimXQBqKcxIOnsCIHlb5V2,1597962130161 ,567,15,2,1,4,27001.033,,,,,,
6e4YLdYimXQBqKcxIOnsCIHlb5V2,1598000694582 ,579,16,7,3,9,26599.35,,,,,,
6e4YLdYimXQBqKcxIOnsCIHlb5V2,1598057249918 ,516,8,1,0,1,13125.146,,,,,,
6e4YLdYimXQBqKcxIOnsCIHlb5V2,1598064227395 ,630,16,2,0,9,19958.434,,,,,,
6e4YLdYimXQBqKcxIOnsCIHlb5V2,1598158086507 ,478,13,5,2,5,20227.242,,,,,,
6e4YLdYimXQBqKcxIOnsCIHlb5V2,1598166176043 ,737,23,8,0,8,19086.137,,,,,,
6e4YLdYimXQBqKcxIOnsCIHlb5V2,1598252525680 ,309,14,9,0,7,26534.828,,,,,,
6e4YLdYimXQBqKcxIOnsCIHlb5V2,1599551948246 ,634,4,0,1,0,11967.763,,,,,,
6e4YLdYimXQBqKcxIOnsCIHlb5V2,1599555663505 ,465,6,2,1,1,12953.061,,,,,,
6e4YLdYimXQBqKcxIOnsCIHlb5V2,1599603333142 ,355,10,5,0,6,27123.693,,,,,,
6e4YLdYimXQBqKcxIOnsCIHlb5V2,1599642179999 ,345,17,7,1,6,25968.88,,,,,,
6e4YLdYimXQBqKcxIOnsCIHlb5V2,1599689139029 ,1088,22,12,0,3,27048.258,,,,,,
6e4YLdYimXQBqKcxIOnsCIHlb5V2,1599728297774 ,912,16,4,1,2,25412.568,,,,,,
6e4YLdYimXQBqKcxIOnsCIHlb5V2,1599775880080 ,405,9,3,1,0,26883.033,,,,,,
6e4YLdYimXQBqKcxIOnsCIHlb5V2,1599814891254 ,205,20,7,3,10,24588.902,,,,,,
6e4YLdYimXQBqKcxIOnsCIHlb5V2,1599973487121 ,396,5,1,0,1,28899.19,,,,,,
6e4YLdYimXQBqKcxIOnsCIHlb5V2,1599986904466 ,102,3,1,0,1,31012.867,,,,,,
6e4YLdYimXQBqKcxIOnsCIHlb5V2,1600066844348 ,439,22,4,2,3,27110.729,,,,,,
6e4YLdYimXQBqKcxIOnsCIHlb5V2,1600128160421 ,365,17,4,1,0,10558.323,,,,,,
6e4YLdYimXQBqKcxIOnsCIHlb5V2,1600132529499 ,571,19,6,2,4,12051.942,,,,,,
6e4YLdYimXQBqKcxIOnsCIHlb5V2,1600301066625 ,414,14,5,4,6,26176.74,,,,,,
6e4YLdYimXQBqKcxIOnsCIHlb5V2,1600412345975 ,786,12,12,3,7,26871.795,,,,,,
6e4YLdYimXQBqKcxIOnsCIHlb5V2,1600472782730 ,280,12,7,1,3,25167.785,,,,,,
6e4YLdYimXQBqKcxIOnsCIHlb5V2,1600555664776 ,486,9,4,1,1,26929.592,,,,,,
6e4YLdYimXQBqKcxIOnsCIHlb5V2,1600646601986 ,431,16,9,0,4,25570.576,,,,,,
6e4YLdYimXQBqKcxIOnsCIHlb5V2,1601072913076 ,783,17,12,3,8,25933.102,,,,,,
6e4YLdYimXQBqKcxIOnsCIHlb5V2,1601086289694 ,585,15,7,0,1,34736.656,,,,,,
6e4YLdYimXQBqKcxIOnsCIHlb5V2,1601095406322 ,1800,19,5,0,3,37117.008,,,,,,
6e4YLdYimXQBqKcxIOnsCIHlb5V2,1601165003692 ,840,17,3,0,4,25579.693,,,,,,
6e4YLdYimXQBqKcxIOnsCIHlb5V2,1601186629804 ,425,19,7,1,7,52135.203,,,,,,
6e4YLdYimXQBqKcxIOnsCIHlb5V2,1601284685004 ,4342,14,8,0,6,20587.906,,,,,,
6e4YLdYimXQBqKcxIOnsCIHlb5V2,1601331744094 ,153,10,8,3,5,25776.994,,,,,,
6e4YLdYimXQBqKcxIOnsCIHlb5V2,1601467564072 ,582,4,0,0,1,147720.14,,,,,,
6e4YLdYimXQBqKcxIOnsCIHlb5V2,1601776490851 ,514,0,2,1,1,23539.543,,,,,,
6e4YLdYimXQBqKcxIOnsCIHlb5V2,1601881088924 ,561,16,11,1,6,26932.682,,,,,,
6HJxTMuaxiWf0uQplc5keMFiQru1,1598670997900 ,6744,13,5,0,3,13939.037,,,,,,
6HJxTMuaxiWf0uQplc5keMFiQru1,1599224173970 ,309,13,1,0,4,275633.78,,,,,,
6HJxTMuaxiWf0uQplc5keMFiQru1,1599266555521 ,4651,5,2,0,3,85962.97,,,,,,
6HJxTMuaxiWf0uQplc5keMFiQru1,1599278064575 ,1188,4,0,1,1,75286.4,,,,,,
6HJxTMuaxiWf0uQplc5keMFiQru1,1599287447751 ,1771,4,3,0,3,18353.596,,,,,,
6HJxTMuaxiWf0uQplc5keMFiQru1,1599302981986 ,1501,3,2,0,2,18072.154,,,,,,
6HJxTMuaxiWf0uQplc5keMFiQru1,1599363810708 ,268,23,5,1,4,274414,,,,,,
6HJxTMuaxiWf0uQplc5keMFiQru1,1599869579661 ,1285,6,2,0,5,96213.03,,,,,,
6HJxTMuaxiWf0uQplc5keMFiQru1,1599875639423 ,7348,11,7,0,0,134913.06,,,,,,
6HJxTMuaxiWf0uQplc5keMFiQru1,1599888922291 ,4905,8,3,1,2,13948.316,,,,,,
6HJxTMuaxiWf0uQplc5keMFiQru1,1599896248018 ,131,10,11,2,6,67988.08,,,,,,
6HJxTMuaxiWf0uQplc5keMFiQru1,1599903237012 ,1683,19,3,0,3,182420.12,,,,,,
6HJxTMuaxiWf0uQplc5keMFiQru1,1601085475817 ,638,22,8,1,0,25925.479,,,,,,
6HJxTMuaxiWf0uQplc5keMFiQru1,1601103429903 ,1711,24,19,0,12,81044.06,,,,,,
6HJxTMuaxiWf0uQplc5keMFiQru1,1601373321227 ,3516,25,8,3,4,86987.984,,,,,,
6HJxTMuaxiWf0uQplc5keMFiQru1,1601380537144 ,2188,18,1,0,6,190056.53,,,,,,
6HJxTMuaxiWf0uQplc5keMFiQru1,1601389808255 ,177,15,6,0,3,87321.06,,,,,,
6HJxTMuaxiWf0uQplc5keMFiQru1,1601453206734 ,3328,12,3,0,2,168848.05,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1598046097612 ,523,0,0,0,0,36348.69,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1598064639738 ,1641,10,6,0,0,20261.246,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1598215573482 ,1251,0,0,0,0,35045.51,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1598257117752 ,1520,9,2,0,2,35381.45,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1598302119043 ,230,6,1,0,0,35116.01,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1598401322685 ,1212,1,0,0,0,253894.08,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1598475173536 ,1395,2,0,0,0,35788.965,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1598515826163 ,1509,7,2,0,0,36099.293,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1598561995077 ,1417,1,0,1,1,35031.51,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1598602866247 ,1348,14,2,0,0,24513.578,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1598648284171 ,1530,0,2,0,1,37330.727,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1598687298028 ,1172,0,0,0,0,33939.703,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1598820730708 ,1443,1,1,0,0,35040.9,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1598862004011 ,1474,11,1,0,1,34853.566,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1598907354160 ,950,1,1,0,0,35026.887,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1598953053647 ,1464,6,1,0,0,35758.94,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1598993896009 ,1528,3,1,0,1,37330.19,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1599122029406 ,834,5,2,0,1,33752.69,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1599166356894 ,1306,3,0,0,1,34972.875,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1599207635266 ,1217,8,1,0,1,35509.78,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1599425400119 ,1475,1,0,0,0,36371.945,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1599466425982 ,1477,2,1,0,1,34800.855,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1599511742026 ,1463,4,0,0,0,35762.2,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1599598604912 ,1253,1,0,0,1,34928.848,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1599684486726 ,1408,1,0,0,0,35680.617,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1599725648106 ,1561,4,1,1,1,35529.824,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1600030380683 ,1489,1,0,0,0,35048.203,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1600116639587 ,1438,1,4,0,1,35069.01,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1600203055105 ,281,3,0,0,0,36443.043,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1600244723273 ,1464,2,2,0,0,35388.832,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1600289861077 ,1004,2,2,1,1,36194.098,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1600500103985 ,1209,5,1,0,2,24481.896,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1600549227949 ,1460,6,0,0,1,35337.81,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1600581899576 ,1559,3,2,0,1,41995.4,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1600635362663 ,1096,1,0,0,0,36220.85,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1600676358292 ,1030,4,2,0,0,35660.55,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1600721322940 ,1560,5,1,0,0,35055.316,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1600777840677 ,1381,2,1,0,1,34371.973,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1600807645894 ,1452,5,0,0,1,34973.88,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1600894098038 ,922,2,0,0,0,34983.754,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1600980413398 ,1560,2,1,0,0,34963.836,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1601240321168 ,1499,1,0,0,0,35025.137,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1601281226514 ,1275,13,1,0,2,27729.469,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1601326567324 ,1567,3,0,0,1,36150.645,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1601346711709 ,1520,4,2,0,1,19550.84,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1601767528157 ,340,6,4,2,3,20617.582,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1601844442047 ,842,3,1,0,0,37849.82,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1601886878929 ,1435,7,2,0,2,19165.586,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1601932974956 ,1481,2,1,0,0,36775.133,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1601971997089 ,1086,1,4,0,1,36124.438,,,,,,
6qQpChHUKPcw8an2qp04W6QHdR03,1602017424168 ,1386,2,1,0,0,35087.47,,,,,,
7BLDMYIT7CMvfOX2e9Nd6MJ6mOm1,1598062784582 ,17,4,3,0,6,20243.256,,,,,,
7BLDMYIT7CMvfOX2e9Nd6MJ6mOm1,1598066215652 ,20,17,6,1,5,27227.793,,,,,,
7BLDMYIT7CMvfOX2e9Nd6MJ6mOm1,1598310696606 ,40,19,7,0,3,56687.848,,,,,,
7BLDMYIT7CMvfOX2e9Nd6MJ6mOm1,1598315470181 ,0,37,16,2,7,249391.17,,,,,,
7BLDMYIT7CMvfOX2e9Nd6MJ6mOm1,1598417346243 ,34,11,1,0,6,35260.285,,,,,,
7BLDMYIT7CMvfOX2e9Nd6MJ6mOm1,1598431526328 ,0,27,9,1,12,300071.22,,,,,,
7BLDMYIT7CMvfOX2e9Nd6MJ6mOm1,1598674934848 ,90,42,8,1,17,64287.71,,,,,,
7BLDMYIT7CMvfOX2e9Nd6MJ6mOm1,1599034736094 ,1292,20,10,0,4,11300.135,,,,,,
7BLDMYIT7CMvfOX2e9Nd6MJ6mOm1,1599132878381 ,130,10,1,0,4,17346.807,,,,,,
7BLDMYIT7CMvfOX2e9Nd6MJ6mOm1,1599371281441 ,28,20,7,1,11,25846.752,,,,,,
7BLDMYIT7CMvfOX2e9Nd6MJ6mOm1,1599377343294 ,0,10,7,1,7,14974.584,,,,,,
7BLDMYIT7CMvfOX2e9Nd6MJ6mOm1,1599541797357 ,327,27,9,1,9,30607.145,,,,,,
7BLDMYIT7CMvfOX2e9Nd6MJ6mOm1,1599550487273 ,616,20,14,2,10,29729.531,,,,,,
7BLDMYIT7CMvfOX2e9Nd6MJ6mOm1,1599882575100 ,44,23,12,0,7,25733.695,,,,,,
7BLDMYIT7CMvfOX2e9Nd6MJ6mOm1,1599891765423 ,23,33,15,0,7,55052.71,,,,,,
7BLDMYIT7CMvfOX2e9Nd6MJ6mOm1,1600396779334 ,0,21,7,0,5,58046.523,,,,,,
7BLDMYIT7CMvfOX2e9Nd6MJ6mOm1,1600406034756 ,0,97,35,2,12,247590.14,,,,,,
7BLDMYIT7CMvfOX2e9Nd6MJ6mOm1,1600511863488 ,35,19,6,1,2,300983.2,,,,,,
7BLDMYIT7CMvfOX2e9Nd6MJ6mOm1,1600834612396 ,0,17,6,0,10,57705.473,,,,,,
7BLDMYIT7CMvfOX2e9Nd6MJ6mOm1,1601088690782 ,1602,30,9,1,6,10069.728,,,,,,
7BLDMYIT7CMvfOX2e9Nd6MJ6mOm1,1601120368555 ,0,23,7,0,3,13866.816,,,,,,
7BLDMYIT7CMvfOX2e9Nd6MJ6mOm1,1601353468346 ,0,16,2,0,3,12582.788,,,,,,
7BLDMYIT7CMvfOX2e9Nd6MJ6mOm1,1601359780743 ,14,11,3,3,3,12083.782,,,,,,
7BLDMYIT7CMvfOX2e9Nd6MJ6mOm1,1601696142636 ,0,30,6,0,5,107598.13,,,,,,
7u01Mj2Q7HUmk2F6NiIFZEKBsfj2,1598097554198 ,648,3,0,0,1,80965.46,,,,,,
7u01Mj2Q7HUmk2F6NiIFZEKBsfj2,1598143208107 ,1714,15,2,0,3,29317.057,,,,,,
7u01Mj2Q7HUmk2F6NiIFZEKBsfj2,1598153805237 ,489,1,0,0,0,21977.129,,,,,,
7u01Mj2Q7HUmk2F6NiIFZEKBsfj2,1598161463980 ,471,5,0,0,3,27826.902,,,,,,
7u01Mj2Q7HUmk2F6NiIFZEKBsfj2,1598492186123 ,833,0,0,0,1,18648.908,,,,,,
7u01Mj2Q7HUmk2F6NiIFZEKBsfj2,1598495175012 ,667,1,0,0,0,26863.79,,,,,,
7u01Mj2Q7HUmk2F6NiIFZEKBsfj2,1598700183364 ,2281,1,0,1,1,91976.47,,,,,,
7u01Mj2Q7HUmk2F6NiIFZEKBsfj2,1598765026606 ,925,1,1,0,0,92080.516,,,,,,
7u01Mj2Q7HUmk2F6NiIFZEKBsfj2,1598778957841 ,537,1,0,0,0,21579.33,,,,,,
7u01Mj2Q7HUmk2F6NiIFZEKBsfj2,1598785455522 ,349,0,0,0,1,21606.479,,,,,,
7u01Mj2Q7HUmk2F6NiIFZEKBsfj2,1600353216296 ,1662,4,2,0,0,60178.133,,,,,,
7u01Mj2Q7HUmk2F6NiIFZEKBsfj2,1601014044448 ,895,7,0,0,0,90847.23,,,,,,
7u01Mj2Q7HUmk2F6NiIFZEKBsfj2,1601027481846 ,1024,8,0,0,0,11951.1045,,,,,,
7u01Mj2Q7HUmk2F6NiIFZEKBsfj2,1601092420463 ,2096,0,0,0,1,30788.113,,,,,,
7u01Mj2Q7HUmk2F6NiIFZEKBsfj2,1601106385139 ,481,0,0,0,0,58717.445,,,,,,
7u01Mj2Q7HUmk2F6NiIFZEKBsfj2,1601111109326 ,1935,2,0,0,0,33137.68,,,,,,
7u01Mj2Q7HUmk2F6NiIFZEKBsfj2,1601127544381 ,1224,3,0,0,0,12647.085,,,,,,
7u01Mj2Q7HUmk2F6NiIFZEKBsfj2,1601798477862 ,603,1,0,0,0,85085.27,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1597833630056 ,490,0,0,0,0,13603.609,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1597884665218 ,507,5,1,0,1,13695.272,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1597919255873 ,3026,1,0,0,1,13604.872,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1597969801509 ,23,2,0,0,0,13489.868,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1598057299563 ,494,4,0,0,1,13528.727,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1598093854684 ,394,2,0,0,1,13714.156,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1598145311971 ,490,2,0,0,0,13512.068,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1598178376036 ,292,4,0,0,0,13580.677,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1598231237075 ,459,4,4,0,0,13543.191,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1598243557803 ,446,0,0,0,0,13334.451,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1598247175698 ,478,2,0,0,0,12764.869,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1598265655296 ,418,1,1,0,0,13716.116,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1598316803224 ,291,3,0,0,0,13671.372,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1598402900295 ,397,8,0,0,1,13690.412,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1598425004169 ,400,4,1,0,1,18621.586,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1598438055084 ,567,2,0,0,0,11182.188,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1598490092618 ,497,3,0,0,1,13737.365,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1598530144055 ,237,0,0,0,0,13727.324,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1598575717191 ,197,2,0,0,1,13747.623,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1598596323037 ,477,5,0,0,1,22233.033,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1598612740360 ,292,1,0,0,1,13579.417,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1598663365557 ,483,4,1,1,0,13599.3125,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1598692887542 ,451,7,0,0,1,17913.07,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1598751749781 ,555,1,0,0,1,13549.168,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1598840535127 ,426,5,0,0,0,13491.939,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1598871946845 ,368,0,0,0,0,13719.146,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1598956100701 ,412,0,0,0,1,13724.03,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1599006745949 ,548,3,2,0,1,13784.848,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1599093620132 ,580,1,1,1,2,13934.551,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1599129120663 ,506,1,0,0,0,13713.306,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1599182074070 ,354,3,3,0,2,13557.635,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1599221629687 ,363,1,0,0,1,13714.699,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1599268019287 ,81,2,2,0,1,12759.432,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1599302364046 ,441,1,0,0,1,13682.5,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1599353270485 ,304,7,1,0,0,13509.168,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1599391938436 ,1313,0,0,0,3,13709.175,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1599526652957 ,460,5,2,0,0,18030.135,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1599542890413 ,434,4,0,0,1,19351.521,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1599548464194 ,618,3,0,0,0,14819.151,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1599561543853 ,445,5,0,0,0,18125.523,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1599613624318 ,502,4,0,0,0,13508.465,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1599700224354 ,485,1,2,0,0,14684.991,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1599787460996 ,284,3,2,0,0,14062.762,,,,,,
8eAy24NaTmdH3RY7czppCSOD86K2,1599803524118 ,302,1,0,0,1,16584.445,,,,,,
